graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
8805,11,11,10,10,10
8806,10,10,10,10,10
8807,11,10,9,8,11
8808,11,10,9,11,11
8809,12,11,7,9,12
8810,11,10,10,10,10
8811,11,11,11,10,11
8812,12,11,5,8,12
8813,9,12,9,12,10
8814,12,12,10,10,11
8815,12,10,12,12,10
8816,12,12,10,12,12
8817,12,10,6,12,10
8818,10,10,8,8,12
8819,12,11,8,8,12
8820,12,11,11,9,12
8821,13,10,9,9,13
8822,12,10,10,12,12
8823,11,11,12,12,9
8824,13,11,12,10,10
8825,12,10,9,12,12
8826,12,11,12,12,11
8827,13,11,10,10,8
8828,11,10,10,10,12
8829,13,10,10,10,13
8830,9,11,12,12,12
8831,12,10,10,10,12
8832,12,10,10,10,12
8833,12,10,10,10,11
8834,12,10,7,9,12
8835,12,10,8,9,12
8836,12,10,8,12,8
8837,12,11,10,10,12
8838,11,11,10,13,13
8839,13,11,10,10,13
8840,11,11,11,12,9
8841,12,12,8,8,12
8842,13,12,10,12,11
8843,12,11,8,8,12
8844,12,10,12,12,12
8845,12,11,9,12,11
8846,10,10,8,12,12
8847,12,11,8,9,12
8848,12,11,12,12,11
8849,9,10,9,9,12
8850,8,10,10,12,12
8851,13,10,9,9,13
8852,13,10,9,9,13
8853,13,10,10,13,13
8854,13,10,12,13,12
8855,11,11,10,13,10
8856,13,11,10,13,13
8857,13,12,12,12,10
8858,12,12,11,11,12
8859,13,11,10,10,13
8860,12,11,10,10,12
8861,10,11,10,10,13
8862,13,11,10,9,13
8863,11,12,12,13,9
8864,13,12,12,13,13
8865,12,12,8,8,12
8866,13,12,13,11,11
8867,11,11,10,10,13
8868,12,11,10,10,12
8869,13,11,7,13,13
8870,12,12,13,13,13
8871,13,12,10,10,13
8872,12,13,10,10,12
8873,13,13,10,13,13
8874,10,11,9,9,13
8875,10,12,12,12,12
8876,12,12,13,12,12
8877,12,13,10,10,13
8878,13,13,12,12,12
8879,11,11,11,12,12
8880,12,11,12,12,12
8881,12,11,9,12,11
8882,12,12,10,12,11
8883,12,11,12,12,12
8884,12,12,12,12,12
8885,12,11,9,12,12
8886,12,12,12,11,11
8887,13,12,13,11,12
8888,11,12,13,13,13
8889,12,12,10,10,12
8890,12,12,12,12,12
8891,13,12,13,13,12
8892,11,11,10,11,11
8893,11,12,9,10,12
8894,12,12,12,12,9
8895,11,11,12,12,12
8896,11,11,11,8,11
8897,11,11,11,12,11
8898,10,11,10,12,10
8899,11,11,9,11,10
8900,12,11,10,12,12
8901,12,11,9,12,11
8902,12,11,10,12,10
8903,11,11,8,12,10
8904,12,10,8,8,9
8905,12,10,8,8,11
8906,12,11,10,10,12
8907,12,11,10,10,8
8908,13,12,9,8,12
8909,11,12,10,10,13
8910,12,11,9,10,12
8911,11,11,10,10,12
8912,13,12,9,9,12
8913,12,11,10,13,13
8914,13,11,10,13,13
8915,13,11,8,10,13
8916,12,11,6,11,10
8917,12,12,9,9,12
8918,12,12,10,10,10
8919,12,11,12,12,12
8920,12,11,11,12,12
8921,12,11,9,9,12
8922,12,11,6,10,12
8923,13,11,8,13,13
8924,13,10,11,13,13
8925,13,11,11,12,7
8926,12,11,10,10,12
8927,13,12,10,10,13
8928,13,11,11,11,13
8929,13,12,11,11,12
8930,12,12,12,12,12
8931,13,11,12,12,11
8932,13,11,11,11,13
8933,12,11,12,12,12
8934,13,11,10,10,13
8935,13,12,12,12,12
8936,13,11,12,13,13
8937,13,11,10,9,8
8938,13,11,9,10,11
8939,13,12,10,10,11
8940,13,13,12,12,12
8941,13,12,13,13,13
8942,11,12,10,13,13
8943,12,12,10,13,11
8944,14,13,12,9,12
8945,12,13,12,11,14
8946,12,12,12,14,8
8947,14,12,12,14,12
8948,12,11,10,12,10
8949,11,11,12,12,11
8950,12,11,10,10,12
8951,12,12,10,10,12
8952,12,12,12,12,12
8953,12,12,12,12,11
8954,12,12,10,10,12
8955,12,12,7,12,12
8956,11,11,9,10,11
8957,12,12,10,10,10
8958,13,13,10,10,13
8959,13,13,10,10,11
8960,13,13,13,10,13
8961,12,12,12,12,12
8962,13,13,12,12,12
8963,12,11,6,11,12
8964,12,11,9,10,12
8965,10,11,10,11,9
8966,11,11,9,12,11
8967,11,11,8,12,8
8968,12,11,7,9,12
8969,12,11,10,12,12
8970,10,11,8,9,12
8971,12,11,10,12,10
8972,12,11,9,9,8
8973,12,11,10,10,12
8974,12,12,10,11,12
8975,11,12,11,8,12
8976,12,12,12,12,12
8977,12,12,12,12,12
8978,12,12,12,9,11
8979,13,11,11,13,13
8980,12,12,12,13,13
8981,13,12,12,12,12
8982,11,12,10,10,13
8983,12,12,13,13,13
8984,12,11,10,11,12
8985,12,11,8,10,12
8986,12,11,10,12,12
8987,10,11,12,12,10
8988,12,12,12,12,12
8989,12,12,10,10,12
8990,12,12,12,12,10
8991,12,11,10,12,11
8992,11,11,10,12,12
8993,12,11,10,12,10
8994,12,11,10,10,12
8995,12,11,10,10,11
8996,12,11,10,11,9
8997,12,11,12,10,9
8998,12,11,10,10,12
8999,12,11,11,12,12
9000,12,10,9,8,12
9001,11,11,6,11,12
9002,13,10,10,10,13
9003,10,11,10,10,13
9004,13,12,12,12,13
9005,13,12,13,12,13
9006,13,12,12,12,13
9007,13,11,12,12,13
9008,12,11,8,10,11
9009,13,12,12,12,10
9010,13,12,12,12,11
9011,12,11,13,12,12
9012,13,11,10,13,13
9013,13,11,9,10,13
9014,11,11,6,6,12
9015,12,11,10,12,11
9016,12,12,10,9,10
9017,12,12,10,10,10
9018,13,11,9,13,8
9019,11,11,12,12,12
9020,11,11,8,12,9
9021,13,11,12,13,12
9022,11,11,10,10,12
9023,12,11,12,9,12
9024,12,11,8,10,12
9025,13,11,10,11,6
9026,11,11,12,12,12
9027,12,11,10,10,12
9028,13,11,10,13,10
9029,13,12,10,9,13
9030,13,12,10,10,12
9031,13,12,8,13,13
9032,12,11,11,13,9
9033,13,11,9,9,13
9034,12,11,12,12,13
9035,13,11,9,13,9
9036,12,11,6,9,13
9037,13,12,8,9,13
9038,13,12,12,12,12
9039,13,11,11,13,13
9040,11,11,13,13,13
9041,12,11,12,12,13
9042,10,11,11,13,13
9043,13,11,9,11,11
9044,13,11,12,12,11
9045,9,11,9,9,13
9046,14,11,10,10,9
9047,14,12,8,9,14
9048,13,12,10,10,14
9049,14,11,11,8,14
9050,13,12,8,9,10
9051,13,11,12,12,10
9052,14,11,14,12,14
9053,14,11,10,10,10
9054,13,12,10,14,10
9055,12,13,10,8,13
9056,13,13,10,10,13
9057,13,13,7,10,11
9058,14,13,10,10,14
9059,14,12,10,10,13
9060,14,12,12,12,12
9061,13,13,12,13,14
9062,14,13,12,8,12
9063,14,13,14,12,12
9064,14,14,10,8,15
9065,12,13,12,12,15
9066,14,13,13,13,14
9067,12,10,12,12,12
9068,10,11,12,12,12
9069,11,10,9,8,10
9070,11,11,10,10,12
9071,12,11,11,11,13
9072,13,11,10,10,13
9073,11,11,11,13,13
9074,13,11,12,12,9
9075,13,11,11,12,12
9076,12,11,10,10,12
9077,10,12,12,11,12
9078,11,12,11,11,11
9079,13,12,11,13,10
9080,12,12,12,12,12
9081,12,12,12,12,11
9082,11,13,12,13,8
9083,12,12,12,12,12
9084,12,13,11,13,12
9085,13,13,13,11,12
9086,13,11,12,12,12
9087,13,11,10,10,12
9088,14,11,14,14,14
9089,14,11,13,13,13
9090,14,12,14,13,14
9091,14,12,13,13,11
9092,12,13,12,13,13
9093,14,13,14,14,12
9094,11,11,9,13,13
9095,13,11,9,13,13
9096,13,12,9,13,13
9097,12,11,9,11,12
9098,12,11,11,13,8
9099,11,12,11,13,8
9100,12,11,9,12,12
9101,13,12,12,11,9
9102,13,11,12,14,14
9103,14,12,12,9,13
9104,13,12,10,11,14
9105,12,12,14,14,14
9106,13,13,14,14,13
9107,12,13,8,10,13
9108,12,13,12,12,11
9109,13,13,11,13,11
9110,13,11,10,9,9
9111,13,11,11,10,13
9112,13,11,10,13,13
9113,13,12,12,12,12
9114,11,12,10,13,6
9115,13,12,12,12,12
9116,10,12,12,12,12
9117,13,13,10,10,11
9118,13,12,12,12,11
9119,12,13,11,10,9
9120,13,13,11,11,13
9121,13,13,12,12,13
9122,13,12,10,10,13
9123,13,11,11,10,13
9124,13,12,12,12,12
9125,14,11,14,14,14
9126,14,11,9,11,13
9127,14,12,8,11,8
9128,13,12,9,9,9
9129,12,13,10,12,14
9130,12,13,11,12,13
9131,12,11,12,12,13
9132,13,12,12,12,13
9133,13,12,12,12,11
9134,13,12,10,12,12
9135,13,12,11,12,13
9136,13,11,12,12,12
9137,13,11,13,13,13
9138,12,11,9,12,10
9139,10,11,11,13,10
9140,13,11,9,13,8
9141,12,11,10,13,11
9142,13,11,10,13,10
9143,13,11,10,10,13
9144,13,11,10,13,13
9145,13,10,8,8,11
9146,11,11,12,12,10
9147,14,10,8,8,14
9148,14,11,10,10,14
9149,14,12,8,10,14
9150,14,11,11,13,13
9151,13,12,10,10,12
9152,14,12,8,8,12
9153,14,11,10,10,14
9154,14,11,10,10,10
9155,14,12,11,11,11
9156,14,12,12,12,12
9157,11,9,6,11,12
9158,11,11,12,12,12
9159,11,10,11,9,12
9160,11,10,11,12,8
9161,11,11,12,12,12
9162,12,11,12,12,10
9163,12,12,7,12,12
9164,11,12,10,10,12
9165,13,12,10,13,13
9166,13,11,10,10,10
9167,13,12,10,10,11
9168,12,12,10,12,11
9169,11,11,10,10,10
9170,12,10,10,12,12
9171,11,10,10,10,12
9172,12,11,10,12,10
9173,12,10,10,10,12
9174,12,11,12,12,9
9175,12,10,12,12,12
9176,12,10,12,10,12
9177,11,10,12,12,12
9178,11,12,10,10,12
9179,12,11,7,12,12
9180,13,10,9,6,11
9181,13,11,10,10,13
9182,11,11,10,10,12
9183,11,11,10,10,13
9184,13,11,9,10,13
9185,11,11,10,10,11
9186,12,11,10,11,13
9187,12,10,11,13,13
9188,12,11,12,12,12
9189,12,11,12,12,12
9190,13,12,12,12,11
9191,13,12,12,12,13
9192,12,12,10,13,13
9193,13,12,12,12,12
9194,11,11,9,12,11
9195,11,10,8,12,12
9196,12,11,11,10,11
9197,12,10,10,12,12
9198,12,11,9,12,10
9199,12,10,11,11,11
9200,11,11,10,11,10
9201,12,12,12,12,11
9202,12,11,11,13,12
9203,13,12,12,12,10
9204,13,11,10,10,11
9205,13,12,12,8,8
9206,12,11,8,8,12
9207,11,10,10,12,10
9208,12,10,10,11,10
9209,12,10,10,9,12
9210,12,11,10,10,12
9211,12,12,10,10,12
9212,12,12,12,12,12
9213,12,11,12,12,12
9214,13,11,11,13,13
9215,13,11,12,12,12
9216,13,12,11,11,13
9217,13,11,9,8,13
9218,12,11,12,12,12
9219,12,11,10,12,12
9220,11,12,12,12,12
9221,13,11,10,10,13
9222,13,12,12,12,12
9223,13,11,12,13,11
9224,11,12,13,13,13
9225,11,11,8,7,8
9226,11,11,12,12,12
9227,11,11,10,10,10
9228,12,12,8,10,10
9229,12,11,8,12,12
9230,11,11,10,8,12
9231,12,11,8,10,12
9232,12,12,8,8,12
9233,12,11,10,10,13
9234,13,11,10,10,13
9235,13,12,12,12,13
9236,13,11,12,12,13
9237,12,12,8,12,12
9238,11,11,9,8,12
9239,12,11,8,10,10
9240,12,10,9,8,11
9241,12,10,12,10,10
9242,11,10,12,12,12
9243,12,11,12,10,12
9244,12,10,11,12,12
9245,12,11,8,11,10
9246,12,10,12,12,11
9247,12,11,10,12,11
9248,12,12,9,9,11
9249,11,10,8,12,6
9250,13,10,10,10,13
9251,13,10,12,11,13
9252,7,11,9,9,13
9253,12,11,10,10,12
9254,11,11,12,12,11
9255,12,11,10,10,12
9256,13,12,12,12,12
9257,13,10,11,13,13
9258,10,11,9,9,11
9259,11,11,8,10,9
9260,13,11,9,7,11
9261,12,10,12,12,12
9262,13,11,11,11,12
9263,12,10,9,9,11
9264,13,10,10,10,12
9265,12,10,12,8,12
9266,12,11,9,12,12
9267,13,11,12,10,9
9268,13,10,4,10,13
9269,13,11,10,10,13
9270,13,11,11,13,13
9271,13,12,10,13,8
9272,12,12,8,8,13
9273,11,11,8,9,8
9274,12,12,8,12,12
9275,12,11,9,12,9
9276,11,11,7,9,12
9277,13,12,10,10,10
9278,12,12,12,13,11
9279,12,12,8,9,12
9280,13,13,9,13,13
9281,11,13,10,13,9
9282,12,11,10,10,12
9283,13,11,8,13,9
9284,12,12,10,9,13
9285,13,11,11,13,10
9286,13,11,9,10,11
9287,12,12,11,13,13
9288,13,12,12,11,13
9289,13,12,10,10,13
9290,12,11,12,12,12
9291,13,12,10,10,13
9292,13,11,11,10,13
9293,12,11,10,13,12
9294,13,12,12,12,10
9295,14,12,10,14,14
9296,13,12,8,14,14
9297,14,12,10,10,14
9298,13,12,12,12,12
9299,14,12,14,12,14
9300,14,11,10,10,14
9301,12,11,10,14,14
9302,12,12,12,12,11
9303,13,12,12,12,12
9304,13,12,12,13,14
9305,13,13,12,12,12
9306,13,13,13,13,14
9307,14,13,13,13,14
9308,11,12,6,8,12
9309,14,13,9,7,14
9310,14,13,14,14,14
9311,14,13,10,10,14
9312,14,13,8,12,12
9313,14,12,9,12,10
9314,14,13,10,10,14
9315,15,11,9,15,15
9316,15,12,11,15,15
9317,15,12,10,12,15
9318,15,13,12,13,15
9319,14,12,14,14,11
9320,15,12,7,8,15
9321,14,12,7,12,14
9322,14,12,14,13,14
9323,15,12,11,9,15
9324,15,12,12,12,12
9325,14,12,12,15,14
9326,15,12,12,15,12
9327,15,13,12,11,12
9328,14,13,14,14,14
9329,14,13,12,12,14
9330,15,13,12,11,14
9331,15,12,9,15,12
9332,15,13,12,12,15
9333,9,13,12,14,15
9334,12,12,12,12,12
9335,12,12,10,8,10
9336,12,11,12,12,12
9337,12,11,12,12,12
9338,13,12,10,10,10
9339,12,12,10,10,13
9340,13,12,10,10,10
9341,10,10,10,10,11
9342,11,11,8,8,11
9343,12,11,6,9,9
9344,11,10,12,11,12
9345,12,11,6,11,8
9346,12,10,9,12,12
9347,11,11,8,8,11
9348,12,11,7,7,12
9349,12,12,10,8,12
9350,12,12,6,6,6
9351,12,9,8,8,12
9352,11,10,12,11,12
9353,12,11,9,8,11
9354,12,12,12,12,10
9355,13,9,7,13,13
9356,12,11,9,12,10
9357,13,10,7,10,10
9358,13,11,10,13,13
9359,13,12,7,10,13
9360,13,13,12,12,13
9361,12,10,8,8,12
9362,13,10,5,13,13
9363,13,11,10,13,13
9364,12,10,12,12,12
9365,12,10,12,12,12
9366,12,11,12,12,9
9367,12,11,10,10,12
9368,12,12,12,12,12
9369,13,12,13,11,12
9370,13,12,12,12,12
9371,10,11,12,12,12
9372,13,11,10,13,12
9373,12,11,12,12,9
9374,12,11,12,12,13
9375,12,12,12,12,12
9376,13,12,12,12,13
9377,12,9,8,11,12
9378,10,10,5,8,9
9379,12,10,13,9,13
9380,11,10,12,12,13
9381,10,10,6,6,12
9382,13,10,7,13,13
9383,12,10,8,8,12
9384,13,11,10,10,13
9385,13,11,10,10,13
9386,12,11,10,10,12
9387,13,11,9,9,13
9388,11,11,10,10,13
9389,13,11,10,10,13
9390,13,10,10,10,13
9391,12,11,13,11,13
9392,13,11,10,10,12
9393,14,11,8,8,14
9394,14,10,12,14,14
9395,14,12,11,11,12
9396,14,12,11,10,11
9397,14,12,14,14,14
9398,14,12,14,14,13
9399,13,11,12,12,12
9400,13,12,9,10,10
9401,12,12,13,12,13
9402,14,12,14,11,14
9403,14,12,14,14,10
9404,14,13,10,11,11
9405,14,13,10,10,11
9406,11,13,14,12,14
9407,14,13,14,14,14
9408,14,13,14,14,14
9409,13,12,10,13,13
9410,12,12,12,12,12
9411,13,13,9,11,9
9412,13,13,13,12,13
9413,13,11,9,9,13
9414,12,11,10,10,13
9415,12,10,13,11,12
9416,13,12,11,13,10
9417,12,12,10,10,13
9418,12,12,8,10,13
9419,13,12,10,13,10
9420,12,11,12,12,12
9421,13,12,12,12,13
9422,14,11,12,12,14
9423,14,13,14,14,14
9424,13,13,11,14,14
9425,14,13,14,14,10
9426,13,13,14,14,14
9427,14,14,14,14,14
9428,13,13,11,13,13
9429,13,13,12,12,12
9430,13,13,12,12,13
9431,12,12,10,12,11
9432,13,13,12,12,12
9433,13,12,12,12,11
9434,13,13,12,12,12
9435,13,11,9,13,10
9436,11,11,12,12,12
9437,13,11,9,12,12
9438,12,11,10,10,13
9439,12,12,10,10,10
9440,13,12,12,12,11
9441,13,11,11,13,13
9442,11,12,13,13,13
9443,12,12,11,9,13
9444,13,11,12,13,12
9445,13,12,12,13,13
9446,13,11,11,10,13
9447,13,11,8,10,13
9448,12,11,12,12,12
9449,12,12,10,12,12
9450,13,11,10,12,13
9451,13,11,11,9,13
9452,13,12,10,13,9
9453,14,11,10,10,13
9454,10,12,12,12,14
9455,14,12,8,11,14
9456,13,12,10,10,14
9457,14,12,10,10,14
9458,13,12,14,9,13
9459,13,13,9,13,13
9460,14,12,10,10,14
9461,14,12,10,14,14
9462,14,13,10,12,12
9463,11,13,12,12,12
9464,14,13,10,14,11
9465,14,13,14,12,12
9466,12,13,12,12,14
9467,13,13,12,12,11
9468,14,13,12,12,14
9469,12,11,8,11,11
9470,11,11,11,12,12
9471,12,12,8,8,12
9472,12,12,13,8,13
9473,11,12,7,13,13
9474,11,11,10,12,11
9475,13,11,10,10,13
9476,13,11,10,10,13
9477,11,11,12,12,12
9478,13,11,12,12,12
9479,12,12,11,11,13
9480,12,12,10,10,13
9481,12,13,13,13,13
9482,13,13,10,13,11
9483,13,13,11,13,13
9484,12,13,12,12,13
9485,13,13,14,14,13
9486,12,13,12,12,13
9487,12,13,11,13,13
9488,11,13,12,12,13
9489,14,12,10,10,14
9490,14,12,10,12,14
9491,13,13,11,13,13
9492,14,13,11,11,14
9493,14,11,8,9,14
9494,13,10,10,10,12
9495,13,10,12,12,10
9496,13,11,10,10,13
9497,14,11,10,10,14
9498,14,11,8,9,14
9499,13,12,13,12,13
9500,10,10,10,8,9
9501,13,10,13,13,12
9502,13,10,12,12,11
9503,13,10,10,10,13
9504,13,11,10,12,13
9505,13,11,8,10,11
9506,12,12,12,12,12
9507,14,12,12,12,14
9508,13,11,10,11,11
9509,13,12,10,10,12
9510,14,12,12,12,13
9511,13,11,12,12,12
9512,13,10,9,11,13
9513,12,11,9,10,10
9514,13,12,10,13,12
9515,10,10,12,11,13
9516,13,10,12,12,13
9517,14,12,10,6,14
9518,14,10,7,13,12
9519,14,11,14,14,13
9520,14,11,10,13,13
9521,14,12,14,13,14
9522,11,11,12,12,12
9523,14,11,14,14,10
9524,14,11,10,10,14
9525,13,12,7,9,13
9526,14,12,10,10,13
9527,14,13,12,12,13
9528,13,13,13,14,9
9529,12,11,8,13,13
9530,13,12,8,10,13
9531,13,13,8,14,12
9532,12,12,12,12,12
9533,12,11,12,13,10
9534,14,12,10,14,14
9535,13,12,11,12,13
9536,13,12,11,14,8
9537,14,12,14,14,12
9538,14,12,11,11,14
9539,13,11,9,5,9
9540,12,11,12,12,12
9541,14,12,14,14,14
9542,14,11,10,14,13
9543,13,11,12,12,9
9544,13,12,10,10,11
9545,11,12,10,12,13
9546,14,12,14,14,13
9547,14,11,14,14,13
9548,13,11,11,7,12
9549,13,11,11,11,13
9550,14,11,14,14,12
9551,11,10,8,12,13
9552,13,10,8,8,13
9553,13,11,12,12,13
9554,14,10,6,12,14
9555,14,12,10,10,11
9556,13,12,10,10,9
9557,14,11,14,14,14
9558,14,13,9,14,11
9559,14,12,10,14,14
9560,14,13,12,13,14
9561,14,13,10,14,14
9562,14,12,10,10,10
9563,14,12,6,13,14
9564,13,11,7,12,13
9565,13,13,14,14,11
9566,13,13,14,8,14
9567,14,13,14,14,11
9568,14,11,10,10,10
9569,14,11,10,10,12
9570,13,11,14,14,14
9571,14,12,14,14,14
9572,14,12,14,14,14
9573,14,11,10,14,8
9574,14,11,12,14,14
9575,14,11,11,14,11
9576,14,11,10,10,6
9577,14,11,9,12,14
9578,14,10,8,8,12
9579,14,11,10,6,14
9580,15,10,10,10,15
9581,15,11,12,12,15
9582,15,12,15,11,15
9583,15,12,15,12,15
9584,15,11,12,12,14
9585,14,12,14,14,14
9586,15,11,12,12,13
9587,15,11,12,12,15
9588,15,12,15,14,15
9589,13,13,14,14,14
9590,15,13,15,12,15
9591,15,13,12,12,12
9592,15,12,12,14,13
9593,15,12,12,12,8
9594,14,14,12,14,14
9595,14,13,14,12,13
9596,13,13,10,6,14
9597,15,13,15,12,15
9598,15,14,14,15,15
9599,15,13,14,14,14
9600,15,13,14,14,15
9601,15,13,14,14,15
9602,15,14,15,15,15
9603,15,14,11,15,15
9604,15,13,11,15,15
9605,15,14,11,15,15
9606,14,13,8,10,14
9607,15,14,14,14,15
9608,16,12,8,16,16
9609,16,13,10,14,14
9610,16,14,11,16,15
9611,16,13,10,16,16
9612,16,12,11,10,16
9613,16,12,8,13,16
9614,16,13,16,12,16
9615,16,13,12,12,16
9616,16,13,11,16,16
9617,12,10,12,12,12
9618,12,10,10,10,12
9619,10,10,8,8,10
9620,11,10,11,11,11
9621,11,10,9,11,11
9622,11,10,10,10,10
9623,11,9,8,8,12
9624,11,10,7,11,11
9625,12,10,10,10,11
9626,11,10,12,12,12
9627,12,10,12,12,12
9628,11,11,12,12,10
9629,11,11,12,12,12
9630,8,10,8,8,10
9631,11,10,10,11,11
9632,11,10,10,11,11
9633,10,10,10,10,10
9634,10,10,10,10,10
9635,10,10,10,10,11
9636,11,11,10,12,11
9637,12,12,10,10,10
9638,11,10,7,8,9
9639,8,11,10,10,12
9640,11,10,8,11,10
9641,11,11,8,9,10
9642,10,11,10,10,11
9643,11,11,12,9,12
9644,11,11,10,10,9
9645,11,11,10,11,12
9646,12,10,8,8,12
9647,13,10,9,13,13
9648,13,10,11,13,13
9649,11,9,8,8,11
9650,11,10,8,10,9
9651,13,10,10,10,10
9652,11,9,9,5,11
9653,11,10,11,11,12
9654,12,10,8,8,12
9655,12,10,8,12,12
9656,13,10,11,9,13
9657,12,10,12,10,12
9658,10,11,10,10,10
9659,10,10,10,10,12
9660,12,10,12,12,12
9661,12,11,8,10,12
9662,12,11,8,8,12
9663,12,11,10,10,12
9664,12,11,12,12,12
9665,7,11,12,12,9
9666,11,11,12,12,12
9667,13,11,13,10,10
9668,11,11,10,8,12
9669,13,11,13,11,13
9670,10,11,12,12,12
9671,12,11,12,6,9
9672,10,12,10,10,12
9673,12,12,12,12,12
9674,11,12,12,10,12
9675,12,12,10,10,11
9676,12,12,12,12,12
9677,12,12,12,13,12
9678,12,11,9,9,11
9679,11,11,10,10,10
9680,12,11,12,10,10
9681,11,11,10,12,12
9682,13,11,10,10,9
9683,13,11,12,12,12
9684,12,11,12,12,12
9685,11,10,10,12,12
9686,12,10,12,12,12
9687,11,11,9,12,8
9688,12,11,12,8,12
9689,10,10,10,12,12
9690,12,11,10,12,12
9691,12,12,8,12,12
9692,12,10,12,12,12
9693,12,10,10,10,12
9694,12,10,11,8,11
9695,12,10,9,12,12
9696,13,11,10,10,11
9697,13,11,10,10,13
9698,12,11,10,10,12
9699,12,10,8,9,10
9700,12,11,10,12,12
9701,11,11,12,12,12
9702,12,11,12,12,12
9703,12,10,8,10,12
9704,12,11,10,8,12
9705,12,10,8,12,10
9706,11,10,12,12,12
9707,12,11,10,10,11
9708,11,11,12,12,12
9709,11,11,8,11,10
9710,12,11,11,12,12
9711,10,11,10,11,11
9712,11,11,9,8,8
9713,12,11,10,10,10
9714,10,10,10,10,10
9715,11,11,11,10,11
9716,11,11,10,10,10
9717,11,11,10,10,10
9718,11,11,10,10,10
9719,12,11,12,12,12
9720,11,11,9,10,11
9721,12,11,10,12,10
9722,11,10,10,10,11
9723,11,12,10,10,12
9724,12,12,10,10,10
9725,11,11,5,9,10
9726,12,11,12,12,9
9727,11,11,10,10,11
9728,12,12,10,12,12
9729,11,12,5,12,12
9730,12,12,8,12,11
9731,11,8,8,8,11
9732,10,9,8,10,11
9733,10,9,10,10,11
9734,11,10,8,8,11
9735,11,9,9,8,11
9736,10,9,7,7,10
9737,11,10,10,10,10
9738,12,9,8,8,12
9739,10,9,8,8,10
9740,11,9,8,10,10
9741,11,10,8,8,11
9742,11,10,11,11,11
9743,12,10,10,9,12
9744,12,10,12,12,12
9745,11,10,6,11,11
9746,9,10,12,12,12
9747,10,10,7,11,11
9748,11,10,8,11,11
9749,11,10,9,9,11
9750,11,11,10,10,11
9751,11,11,10,10,9
9752,11,11,9,11,12
9753,12,11,12,12,8
9754,11,10,11,12,12
9755,12,10,11,12,11
9756,11,10,10,10,12
9757,12,11,10,8,12
9758,11,10,10,11,10
9759,11,11,10,11,11
9760,11,11,10,12,11
9761,12,10,12,12,12
9762,11,11,12,12,12
9763,10,11,10,10,12
9764,12,12,8,8,11
9765,12,12,10,12,12
9766,11,12,12,12,12
9767,12,12,12,12,11
9768,12,12,10,12,12
9769,11,12,9,12,12
9770,13,11,10,10,9
9771,13,12,10,13,13
9772,12,12,10,10,13
9773,13,12,10,10,10
9774,13,11,7,7,13
9775,12,11,8,8,8
9776,12,10,6,12,12
9777,11,11,7,12,12
9778,12,10,8,12,12
9779,13,11,9,13,13
9780,11,10,7,10,11
9781,11,10,7,7,11
9782,12,11,10,10,12
9783,12,12,8,9,12
9784,12,11,7,7,12
9785,12,12,7,6,12
9786,13,13,10,10,5
9787,11,10,10,8,11
9788,11,11,8,8,11
9789,10,12,9,9,12
9790,10,10,7,9,9
9791,11,11,10,10,10
9792,12,12,10,10,12
9793,13,13,10,7,13
9794,11,10,10,8,11
9795,10,11,8,11,11
9796,12,12,9,9,12
9797,11,10,9,11,11
9798,12,11,8,8,10
9799,12,12,4,7,9
9800,13,13,13,10,11
9801,11,9,8,8,12
9802,9,9,9,10,12
9803,12,10,10,10,12
9804,12,9,8,8,12
9805,12,10,10,11,12
9806,12,11,8,8,12
9807,12,12,12,12,12
9808,10,10,12,12,12
9809,11,11,11,10,12
9810,12,12,7,8,12
9811,12,13,10,10,11
9812,12,9,9,9,11
9813,13,10,10,13,13
9814,11,10,12,9,12
9815,12,10,12,12,12
9816,12,10,9,9,12
9817,13,10,10,10,13
9818,11,9,6,9,9
9819,12,10,10,10,10
9820,11,10,10,10,12
9821,11,10,9,12,12
9822,13,10,10,10,13
9823,11,10,10,10,11
9824,10,11,5,10,11
9825,11,11,10,10,11
9826,12,11,10,10,11
9827,12,11,12,9,12
9828,13,11,12,12,13
9829,11,10,8,12,12
9830,12,11,12,10,12
9831,11,10,12,12,12
9832,12,11,10,10,11
9833,12,11,12,12,12
9834,12,12,10,10,12
9835,12,12,12,10,11
9836,10,12,12,12,12
9837,13,12,12,10,12
9838,12,11,10,10,11
9839,13,11,12,12,12
9840,13,12,12,12,11
9841,12,12,12,12,12
9842,12,11,10,10,12
9843,11,11,10,10,13
9844,12,12,13,10,10
9845,12,12,10,10,12
9846,12,12,12,12,12
9847,12,12,13,13,12
9848,13,13,12,10,13
9849,13,13,10,10,11
9850,13,13,13,12,12
9851,11,13,12,12,13
9852,13,13,11,11,13
9853,13,12,9,12,10
9854,14,12,8,12,12
9855,14,12,12,12,14
9856,10,11,13,13,12
9857,12,11,9,13,13
9858,13,10,11,13,13
9859,13,11,11,13,13
9860,13,13,12,12,13
9861,11,11,12,12,13
9862,11,12,8,11,14
9863,14,12,10,10,14
9864,11,12,13,13,13
9865,14,12,14,12,14
9866,13,12,9,9,13
9867,13,12,13,10,14
9868,12,11,12,12,12
9869,10,11,10,10,10
9870,13,11,11,13,10
9871,12,10,12,12,9
9872,11,11,11,10,10
9873,12,11,12,12,12
9874,12,11,12,12,12
9875,12,12,10,10,11
9876,12,12,11,10,12
9877,12,12,12,12,12
