graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
6988,12,11,10,10,12
6989,11,11,10,10,11
6990,11,10,11,8,8
6991,11,10,10,7,11
6992,11,11,10,10,10
6993,11,11,10,10,10
6994,11,11,10,10,11
6995,9,10,10,12,11
6996,12,12,8,8,12
6997,10,12,8,11,12
6998,11,11,10,12,12
6999,12,11,10,12,12
7000,12,12,7,10,12
7001,12,12,10,11,11
7002,12,12,10,12,12
7003,11,13,11,13,13
7004,13,13,10,13,13
7005,13,13,12,12,13
7006,12,11,12,12,12
7007,12,12,8,8,12
7008,12,12,12,10,10
7009,13,11,10,13,13
7010,12,12,9,13,13
7011,13,12,10,10,13
7012,12,13,12,12,10
7013,13,13,12,13,12
7014,11,10,8,11,11
7015,10,9,10,10,10
7016,11,10,11,11,11
7017,10,10,10,10,10
7018,10,10,7,7,10
7019,11,11,10,10,11
7020,10,10,6,10,6
7021,11,9,8,8,8
7022,10,10,6,7,8
7023,10,9,8,8,10
7024,8,9,8,8,6
7025,11,10,8,7,9
7026,11,8,5,5,11
7027,11,9,8,8,11
7028,11,9,7,7,11
7029,9,9,7,10,10
7030,11,10,8,8,11
7031,11,10,10,10,11
7032,11,8,9,11,11
7033,10,9,10,11,11
7034,11,10,9,11,9
7035,12,10,6,6,12
7036,12,9,8,12,9
7037,12,10,10,12,10
7038,12,10,12,12,12
7039,12,9,7,12,12
7040,11,10,8,8,12
7041,8,11,6,9,11
7042,10,9,6,11,11
7043,11,10,10,11,6
7044,10,10,10,11,11
7045,11,10,11,11,11
7046,12,11,9,12,12
7047,12,11,10,10,10
7048,12,10,7,12,12
7049,12,10,8,12,8
7050,12,11,11,12,10
7051,10,9,10,10,10
7052,11,10,10,10,11
7053,10,10,10,10,11
7054,11,11,10,10,10
7055,10,9,8,10,10
7056,11,9,10,10,10
7057,11,9,10,10,10
7058,9,10,9,9,11
7059,11,10,10,10,10
7060,11,11,10,11,10
7061,12,10,9,12,12
7062,12,10,7,12,12
7063,11,11,8,12,12
7064,12,10,10,8,12
7065,11,10,10,12,12
7066,12,10,12,10,11
7067,11,11,10,12,12
7068,12,11,11,10,10
7069,11,11,10,10,10
7070,12,12,9,9,12
7071,11,11,7,10,12
7072,11,12,10,11,12
7073,12,11,10,12,12
7074,11,12,10,10,12
7075,11,9,8,8,11
7076,9,9,8,8,10
7077,11,10,8,11,11
7078,11,10,10,9,10
7079,11,10,9,8,11
7080,11,10,10,11,11
7081,11,10,10,10,11
7082,11,10,10,10,10
7083,12,11,12,8,12
7084,12,11,12,12,11
7085,12,10,8,12,11
7086,12,10,11,11,12
7087,9,11,12,11,12
7088,10,10,8,8,10
7089,10,10,9,10,11
7090,10,11,10,10,10
7091,11,10,11,9,11
7092,11,9,11,10,11
7093,12,10,12,9,12
7094,12,10,8,12,11
7095,12,10,9,12,12
7096,12,11,12,12,12
7097,10,9,11,9,11
7098,11,10,9,9,9
7099,11,11,10,10,11
7100,12,9,11,10,12
7101,12,10,12,12,12
7102,12,10,10,10,12
7103,12,10,10,10,12
7104,10,10,12,12,12
7105,11,11,10,10,10
7106,11,11,8,11,12
7107,11,11,9,12,12
7108,10,12,12,12,12
7109,11,11,12,10,7
7110,12,12,12,12,7
7111,10,10,7,9,10
7112,11,10,8,11,11
7113,11,9,9,11,11
7114,10,9,5,10,9
7115,11,10,7,11,11
7116,9,9,10,11,11
7117,10,10,10,10,10
7118,10,8,8,8,10
7119,9,9,8,8,10
7120,11,9,8,8,11
7121,11,10,8,8,11
7122,11,9,11,10,11
7123,11,8,10,10,10
7124,10,9,8,11,11
7125,11,9,10,10,11
7126,11,9,7,7,11
7127,11,11,10,10,11
7128,11,9,8,11,11
7129,11,9,7,7,11
7130,11,10,8,11,11
7131,11,10,8,8,11
7132,12,9,8,8,12
7133,12,10,8,10,12
7134,12,11,8,12,12
7135,12,10,10,9,12
7136,12,9,10,12,10
7137,12,10,8,8,12
7138,12,10,7,9,10
7139,12,10,8,7,9
7140,10,9,10,10,9
7141,11,9,10,11,11
7142,10,10,8,9,11
7143,12,10,9,12,12
7144,11,9,7,7,11
7145,11,10,10,11,11
7146,11,10,10,10,11
7147,12,10,10,12,10
7148,10,10,10,10,10
7149,11,10,10,10,10
7150,11,10,10,10,11
7151,12,10,12,12,12
7152,9,10,8,8,9
7153,11,10,10,11,11
7154,11,11,10,10,11
7155,11,11,10,10,11
7156,12,11,9,9,11
7157,12,10,8,12,12
7158,11,11,7,8,12
7159,9,10,8,8,12
7160,9,11,10,12,11
7161,10,11,12,11,11
7162,9,11,10,10,11
7163,12,11,9,12,12
7164,12,11,10,10,10
7165,11,11,12,10,11
7166,12,12,11,10,10
7167,12,12,10,12,12
7168,12,11,10,10,12
7169,12,12,12,12,12
7170,12,12,10,10,12
7171,11,12,10,10,12
7172,12,11,8,8,12
7173,10,12,7,8,12
7174,11,11,11,9,11
7175,12,10,12,12,12
7176,12,10,9,9,12
7177,12,11,12,12,12
7178,12,11,12,12,12
7179,11,12,9,10,12
7180,11,10,9,9,12
7181,12,10,8,8,12
7182,11,11,7,12,12
7183,11,12,8,9,8
7184,13,11,7,7,13
7185,13,10,11,13,11
7186,13,10,10,10,13
7187,13,11,10,10,13
7188,13,11,6,8,13
7189,13,11,10,7,13
7190,13,11,8,10,11
7191,13,12,8,10,10
7192,12,10,12,11,10
7193,13,11,9,9,10
7194,13,10,11,13,13
7195,10,11,8,12,10
7196,13,11,10,10,13
7197,12,11,10,10,13
7198,13,11,11,12,13
7199,12,11,8,9,13
7200,13,11,12,7,9
7201,13,12,12,12,13
7202,9,12,10,12,13
7203,13,12,12,12,10
7204,12,10,12,12,12
7205,9,11,11,10,11
7206,11,11,11,11,11
7207,10,11,10,10,10
7208,11,10,6,12,12
7209,12,11,11,10,10
7210,10,12,12,12,10
7211,12,12,10,12,12
7212,12,11,9,10,12
7213,12,12,12,10,10
7214,13,11,10,7,12
7215,13,11,9,9,13
7216,13,12,12,13,12
7217,10,12,10,10,12
7218,13,11,9,9,12
7219,12,12,9,10,12
7220,12,10,10,10,11
7221,9,11,9,11,12
7222,11,11,10,12,12
7223,12,12,10,10,12
7224,12,10,8,9,11
7225,10,11,6,12,10
7226,11,11,11,11,12
7227,12,11,11,12,12
7228,13,10,8,11,13
7229,13,11,9,10,13
7230,12,12,10,12,12
7231,12,11,10,10,10
7232,12,11,10,12,12
7233,12,12,12,12,12
7234,13,10,12,12,13
7235,12,11,12,12,12
7236,12,11,8,9,12
7237,13,11,11,11,11
7238,12,12,12,12,8
7239,13,11,12,12,13
7240,12,12,12,12,11
7241,12,11,10,12,12
7242,11,12,10,10,10
7243,12,12,11,12,12
7244,12,11,9,12,12
7245,12,11,8,10,12
7246,12,12,10,10,12
7247,11,12,10,10,12
7248,11,11,12,12,12
7249,12,11,12,12,11
7250,12,12,12,12,12
7251,11,11,11,12,11
7252,12,12,10,12,12
7253,13,10,7,13,13
7254,12,10,8,13,12
7255,12,11,10,13,13
7256,13,11,12,12,13
7257,13,11,12,12,10
7258,13,11,12,12,13
7259,13,12,12,12,10
7260,9,11,10,11,10
7261,13,13,12,12,9
7262,12,12,12,12,13
7263,12,11,12,11,12
7264,13,12,11,9,13
7265,11,11,4,10,11
7266,14,11,10,10,13
7267,14,12,10,10,14
7268,13,12,6,10,12
7269,9,9,8,8,11
7270,10,10,7,7,11
7271,10,10,10,10,10
7272,11,9,10,10,10
7273,10,10,8,8,11
7274,12,11,8,6,12
7275,9,11,10,10,10
7276,12,12,10,12,10
7277,9,10,7,8,11
7278,12,11,8,8,12
7279,11,9,7,11,11
7280,10,11,8,8,11
7281,11,9,10,11,10
7282,10,10,9,11,11
7283,12,12,8,12,9
7284,10,8,10,10,11
7285,11,10,10,10,11
7286,9,9,10,11,10
7287,11,9,10,8,10
7288,11,11,12,12,12
7289,12,8,12,12,12
7290,12,9,6,12,12
7291,12,11,10,10,12
7292,12,9,7,12,12
7293,10,10,7,7,12
7294,11,12,7,8,12
7295,12,11,10,10,12
7296,11,10,9,11,9
7297,11,11,9,11,11
7298,12,11,9,12,7
7299,10,10,8,8,11
7300,12,10,12,12,12
7301,12,10,6,9,12
7302,12,10,8,8,12
7303,12,10,7,7,12
7304,12,11,10,11,12
7305,10,11,11,12,12
7306,10,10,9,9,11
7307,11,10,10,8,11
7308,11,11,10,10,11
7309,11,11,12,10,11
7310,11,11,10,10,10
7311,10,11,11,9,11
7312,11,11,8,12,12
7313,11,9,9,9,11
7314,12,9,10,10,10
7315,12,10,10,10,12
7316,11,10,10,10,7
7317,11,10,9,9,10
7318,12,9,8,10,12
7319,12,10,10,8,8
7320,12,10,7,12,12
7321,11,10,6,12,10
7322,12,10,8,8,8
7323,11,11,8,10,12
7324,11,11,11,11,10
7325,11,12,10,10,11
7326,13,11,12,11,9
7327,13,11,10,8,12
7328,12,11,6,10,12
7329,13,11,11,10,10
7330,12,12,7,12,12
7331,13,12,8,13,13
7332,11,10,10,11,11
7333,11,11,9,10,11
7334,12,11,9,12,12
7335,11,10,10,11,8
7336,11,10,10,11,11
7337,11,11,9,11,11
7338,11,11,12,12,8
7339,10,10,9,9,11
7340,11,10,8,8,11
7341,11,10,10,10,10
7342,11,10,12,12,11
7343,12,11,9,7,12
7344,10,10,8,11,10
7345,12,11,10,10,12
7346,12,12,8,9,12
7347,10,11,8,12,12
7348,11,11,10,10,12
7349,12,10,12,7,10
7350,12,11,10,10,12
7351,12,11,10,10,10
7352,11,11,11,11,9
7353,11,11,10,10,11
7354,11,10,10,10,11
7355,11,10,10,11,11
7356,11,11,8,11,11
7357,12,11,9,9,10
7358,10,11,11,11,11
7359,11,11,10,10,11
7360,12,11,10,12,12
7361,10,10,10,10,10
7362,10,11,10,10,10
7363,11,11,10,10,11
7364,11,11,12,10,12
7365,11,9,10,10,11
7366,12,12,8,8,10
7367,12,12,10,10,12
7368,11,10,8,10,11
7369,12,12,9,9,12
7370,12,12,9,12,11
7371,12,10,8,8,12
7372,11,10,7,12,12
7373,12,10,7,8,12
7374,12,12,10,10,12
7375,11,11,12,11,12
7376,11,11,10,10,12
7377,11,12,9,12,12
7378,12,12,10,10,12
7379,11,12,10,10,10
7380,13,13,10,10,13
7381,13,11,10,10,11
7382,12,11,10,10,12
7383,13,13,13,9,8
7384,12,12,10,10,12
7385,12,12,10,10,13
7386,12,9,8,9,12
7387,13,10,10,10,11
7388,12,10,8,8,9
7389,13,10,11,11,13
7390,12,11,10,10,12
7391,11,10,10,10,12
7392,12,10,10,12,12
7393,12,11,8,8,11
7394,12,11,12,12,11
7395,11,10,8,8,12
7396,11,11,10,11,12
7397,13,11,12,12,11
7398,12,10,9,9,9
7399,13,11,10,10,13
7400,12,12,8,8,12
7401,11,11,11,9,11
7402,11,12,9,9,12
7403,13,13,10,10,13
7404,12,9,12,10,12
7405,12,11,7,12,12
7406,10,11,12,10,12
7407,12,12,11,10,12
7408,9,9,8,8,12
7409,12,10,11,11,11
7410,12,11,8,8,12
7411,12,11,8,8,12
7412,12,12,12,8,8
7413,10,12,12,12,12
7414,13,13,12,10,11
7415,10,12,12,11,12
7416,12,10,10,11,12
7417,12,12,12,12,12
7418,11,11,12,12,9
7419,13,11,12,10,11
7420,12,9,12,12,12
7421,12,9,9,12,12
7422,12,10,8,8,12
7423,13,10,7,9,13
7424,9,10,8,8,12
7425,13,10,8,13,13
7426,12,10,12,12,12
7427,12,10,12,12,12
7428,11,10,8,8,12
7429,10,10,10,10,12
7430,13,10,9,9,13
7431,13,11,10,10,13
7432,13,11,10,10,13
7433,13,11,10,10,13
7434,13,10,10,10,13
7435,13,10,12,12,12
7436,12,11,13,11,13
7437,13,11,10,10,8
7438,12,11,10,12,12
7439,13,12,11,11,13
7440,13,11,10,10,12
7441,13,11,13,7,10
7442,13,12,12,12,9
7443,11,12,12,12,12
7444,13,10,12,12,13
7445,13,12,13,10,11
7446,11,11,10,10,13
7447,13,11,13,12,13
7448,12,12,13,12,13
7449,12,12,12,12,12
7450,10,10,10,10,10
7451,12,11,12,12,12
7452,12,10,10,12,8
7453,11,11,9,11,8
7454,11,11,10,10,11
7455,11,10,9,10,11
7456,12,10,9,8,12
7457,11,10,12,12,12
7458,12,10,8,9,12
7459,12,11,10,10,12
7460,13,11,10,10,11
7461,12,11,12,11,13
7462,12,12,10,10,12
7463,13,11,9,13,12
7464,12,12,10,10,13
7465,13,12,10,10,12
7466,12,11,12,12,12
7467,11,11,11,12,11
7468,11,10,11,11,11
7469,12,10,12,12,12
7470,11,10,9,12,11
7471,10,11,9,11,9
7472,12,11,10,12,12
7473,12,11,10,12,12
7474,11,10,9,8,9
7475,12,10,11,12,12
7476,11,11,11,12,11
7477,12,11,10,10,12
7478,11,10,11,10,9
7479,11,10,10,10,10
7480,11,10,10,12,12
7481,12,10,12,12,12
7482,12,12,10,10,10
7483,11,10,8,11,8
7484,11,11,10,10,12
7485,12,12,8,7,10
7486,11,11,8,8,8
7487,12,11,12,12,8
7488,10,10,8,9,9
7489,12,11,10,10,12
7490,13,11,10,13,13
7491,13,11,9,12,13
7492,12,12,10,10,12
7493,12,11,10,10,12
7494,13,12,8,12,12
7495,12,12,10,13,10
7496,12,12,10,13,12
7497,11,12,10,10,9
7498,13,12,10,13,12
7499,11,11,11,11,10
7500,10,12,10,10,12
7501,8,11,10,10,12
7502,13,12,10,10,13
7503,13,12,11,13,13
7504,11,11,10,12,11
7505,11,12,10,10,10
7506,13,12,6,11,13
7507,11,11,12,12,12
7508,13,11,12,12,12
7509,11,11,8,8,12
7510,12,12,10,12,12
7511,13,11,13,12,13
7512,9,12,12,12,11
7513,13,11,10,11,13
7514,11,11,10,13,12
7515,13,11,9,12,13
7516,12,12,12,12,12
7517,13,12,13,12,12
7518,13,12,12,12,12
7519,13,10,11,13,9
7520,12,10,10,10,10
7521,12,10,11,12,10
7522,12,10,8,8,12
7523,13,10,12,10,9
7524,13,10,10,13,13
7525,12,11,10,12,10
7526,12,11,10,12,12
7527,12,11,10,10,12
7528,13,11,10,10,13
7529,12,10,12,12,12
7530,12,10,12,12,12
7531,10,11,8,10,11
7532,11,11,10,10,12
7533,13,10,10,10,12
7534,12,12,10,10,10
7535,11,12,12,12,12
7536,13,11,10,10,13
7537,13,11,7,12,12
7538,12,12,11,11,13
7539,13,12,12,12,13
7540,13,13,12,10,13
7541,13,13,11,12,13
7542,12,13,13,12,13
7543,13,12,12,12,12
7544,12,12,13,11,13
7545,14,11,14,13,10
7546,14,12,12,12,12
7547,14,12,12,12,11
7548,14,13,12,12,9
7549,13,12,9,13,13
7550,13,13,11,12,11
7551,13,13,11,13,13
7552,13,12,10,10,13
7553,13,13,10,13,13
7554,13,12,10,10,12
7555,13,11,13,11,12
7556,13,13,12,12,13
7557,14,12,14,14,12
7558,14,11,8,14,14
7559,14,12,12,10,14
7560,14,12,14,14,14
7561,14,12,13,13,14
7562,14,13,14,14,13
7563,14,12,14,12,12
7564,14,11,8,13,14
7565,13,12,14,14,9
7566,14,11,14,14,14
7567,14,12,14,14,14
7568,14,12,14,14,12
7569,14,12,14,14,14
7570,14,13,14,14,14
7571,14,13,14,12,13
7572,14,13,10,10,12
7573,14,13,12,12,13
7574,14,12,14,14,12
7575,15,12,14,14,15
7576,15,13,14,14,13
7577,15,13,14,14,14
7578,7,7,6,6,8
7579,9,8,4,9,9
7580,9,8,8,6,9
7581,9,9,7,7,9
7582,7,8,7,9,9
7583,9,9,5,5,9
7584,9,8,8,8,9
7585,9,8,9,9,9
7586,10,9,6,10,10
7587,10,9,7,10,10
7588,10,9,10,9,9
7589,10,10,6,10,10
7590,10,9,8,10,8
7591,10,9,10,10,10
7592,10,9,8,8,10
7593,9,8,6,7,9
7594,9,8,4,10,10
7595,9,8,7,7,9
7596,9,8,8,9,9
7597,8,8,8,8,8
7598,10,8,5,6,9
7599,9,8,8,9,9
7600,9,9,7,7,9
7601,9,9,7,8,10
7602,9,9,8,9,9
7603,9,9,8,8,9
7604,10,9,7,10,9
7605,10,9,10,10,10
7606,10,9,10,10,10
7607,10,9,10,10,10
7608,10,10,10,10,10
7609,10,10,10,10,10
7610,9,9,6,6,9
7611,9,9,7,9,9
7612,9,9,9,9,9
7613,9,9,6,8,7
7614,7,9,9,7,9
7615,10,9,10,10,10
7616,10,10,10,10,10
7617,10,10,10,10,10
7618,8,9,9,10,10
7619,10,10,10,10,10
7620,10,9,10,10,10
7621,9,10,8,8,10
7622,10,10,8,10,10
7623,10,10,10,10,10
7624,11,11,10,10,10
7625,7,9,10,10,10
7626,11,11,10,10,11
7627,10,10,10,10,10
7628,11,11,10,10,11
7629,9,8,7,9,9
7630,10,9,10,10,10
7631,10,10,7,8,10
7632,10,10,8,10,10
7633,10,8,10,10,10
7634,10,8,7,7,10
7635,9,9,10,10,10
7636,10,8,7,10,10
7637,9,9,10,10,10
7638,10,9,10,10,10
7639,10,10,8,8,10
7640,10,9,8,10,10
7641,10,8,6,10,10
7642,9,8,10,10,9
7643,9,9,8,10,10
7644,9,8,7,10,10
7645,10,9,7,7,9
7646,10,7,6,10,10
7647,10,8,8,8,10
7648,10,10,8,10,10
7649,10,8,8,10,9
7650,10,9,8,10,10
7651,11,9,8,8,11
7652,11,9,8,8,9
7653,11,9,8,8,11
7654,11,8,8,8,10
7655,11,9,8,8,11
7656,11,10,7,7,11
7657,11,8,8,11,11
7658,11,9,7,11,11
7659,10,10,10,10,10
7660,10,10,8,10,8
7661,10,9,10,10,10
7662,10,9,10,10,10
7663,10,9,8,8,7
7664,10,10,10,10,10
7665,9,10,10,10,10
7666,11,9,9,11,11
7667,9,10,10,10,10
7668,11,9,8,10,11
7669,11,10,10,10,10
7670,10,10,8,8,10
7671,11,11,8,9,11
7672,9,9,10,10,10
7673,11,10,10,10,11
7674,10,10,8,8,11
7675,10,11,9,9,11
7676,10,10,10,10,11
7677,11,11,10,10,10
7678,10,10,10,10,10
7679,10,9,10,8,10
7680,9,9,10,10,10
7681,10,10,10,9,8
7682,8,9,10,10,10
7683,8,10,8,7,9
7684,10,10,7,6,10
7685,11,9,8,8,11
7686,11,10,8,8,11
7687,11,11,8,8,11
7688,11,9,8,8,7
7689,9,10,8,8,7
7690,9,10,11,8,11
7691,10,10,10,10,10
7692,10,10,10,10,10
7693,11,11,9,10,11
7694,11,10,8,10,8
7695,11,11,10,11,11
7696,11,10,10,10,7
7697,11,9,10,11,11
7698,10,9,10,10,10
7699,10,9,10,10,10
7700,9,9,11,11,11
7701,9,10,10,10,10
7702,11,10,10,11,11
7703,10,9,10,8,10
7704,11,10,9,9,10
7705,10,10,8,8,10
7706,10,8,10,10,9
7707,10,10,9,10,8
7708,11,10,10,11,10
7709,10,9,8,8,10
7710,10,9,10,11,10
7711,11,9,8,11,11
7712,11,10,10,10,10
7713,11,10,10,11,10
7714,10,9,11,11,11
7715,11,11,10,10,10
7716,10,10,11,11,11
7717,11,11,10,10,11
7718,10,10,9,11,11
7719,11,9,6,11,11
7720,10,9,9,11,11
7721,11,9,0,6,11
7722,10,10,10,7,10
7723,11,10,8,11,10
7724,11,9,9,11,9
7725,11,10,9,10,11
7726,12,9,8,7,9
7727,12,10,6,8,10
7728,12,9,7,12,12
7729,12,9,8,7,11
7730,12,10,10,12,10
7731,12,9,7,12,12
7732,12,10,9,12,10
7733,11,9,10,10,10
7734,11,10,10,9,9
7735,9,10,10,11,11
7736,11,11,10,10,10
7737,12,10,10,6,12
7738,12,10,10,10,12
7739,12,10,9,12,12
7740,11,11,9,12,12
7741,12,10,10,10,8
7742,12,11,10,10,11
7743,11,10,11,11,11
7744,10,11,8,9,9
7745,10,12,4,10,12
7746,12,10,6,12,12
7747,10,11,7,10,12
7748,12,11,9,10,9
7749,12,12,7,12,12
7750,10,11,9,10,12
7751,10,10,9,6,11
7752,7,11,11,10,11
7753,11,11,10,11,11
7754,11,11,10,11,11
7755,12,11,10,12,11
7756,12,11,11,10,11
7757,12,11,12,10,12
7758,13,10,8,13,13
7759,13,10,9,9,8
7760,13,11,9,8,13
7761,13,12,9,11,12
7762,9,11,9,13,13
7763,11,11,11,7,11
7764,12,10,10,9,9
7765,10,11,10,11,11
7766,12,11,10,12,12
7767,12,10,9,8,11
7768,12,11,10,10,10
7769,13,10,9,9,10
7770,13,11,9,13,13
7771,13,12,9,9,13
7772,11,12,10,12,12
7773,12,12,12,11,11
7774,13,11,13,13,12
7775,13,12,13,13,13
7776,11,11,10,10,12
7777,13,11,13,11,13
7778,13,12,13,12,13
7779,12,10,6,11,12
7780,12,10,10,12,12
7781,12,10,9,9,11
7782,12,10,9,9,12
7783,12,10,10,9,10
7784,10,11,12,11,11
7785,9,10,9,12,12
7786,12,11,12,12,12
7787,12,10,9,8,12
7788,12,11,10,10,12
7789,13,10,9,13,10
7790,12,11,9,13,13
7791,13,11,11,13,10
7792,13,11,10,10,13
7793,13,11,10,10,10
7794,13,11,11,13,10
7795,13,12,8,11,11
7796,14,11,12,8,10
7797,14,11,12,10,14
7798,14,12,12,11,14
7799,14,12,12,14,10
7800,12,11,12,12,11
7801,11,12,12,12,11
7802,13,12,10,10,13
7803,11,12,10,10,11
7804,13,12,12,12,11
7805,12,10,6,12,12
7806,12,10,10,12,12
7807,11,11,10,12,10
7808,12,11,11,12,10
7809,9,10,10,12,10
7810,12,11,10,12,10
7811,8,11,9,13,13
7812,13,11,12,13,11
7813,13,12,10,13,13
7814,13,12,13,12,6
7815,12,12,12,12,12
7816,12,12,12,12,12
7817,13,13,10,8,13
7818,13,13,12,12,12
7819,13,11,7,10,13
7820,13,12,9,11,13
7821,13,11,9,9,13
7822,13,12,11,13,13
7823,11,11,9,13,12
7824,13,12,11,13,12
7825,14,10,8,14,12
7826,14,11,12,14,14
7827,14,11,10,12,12
7828,13,12,14,14,14
7829,13,11,11,13,12
7830,10,12,12,12,13
7831,14,11,14,14,14
7832,13,12,13,7,14
7833,14,11,13,14,14
7834,14,11,14,14,14
7835,14,12,14,14,12
7836,14,12,14,14,11
7837,14,13,14,13,14
7838,14,13,12,12,12
7839,14,13,14,14,14
7840,15,12,15,14,15
7841,15,13,15,14,12
7842,15,13,15,15,15
7843,10,10,8,10,10
7844,10,10,9,10,10
7845,11,11,9,9,11
7846,10,10,7,7,11
7847,11,11,7,11,11
7848,11,11,8,8,11
7849,11,11,11,10,11
7850,11,11,11,9,11
7851,11,11,7,10,10
7852,11,11,11,9,11
7853,11,11,7,10,10
7854,10,9,9,11,11
7855,11,9,10,11,11
7856,10,9,10,9,10
7857,10,9,10,10,10
7858,11,10,9,9,6
7859,11,10,8,9,11
7860,10,9,8,8,10
7861,9,10,10,10,10
7862,10,10,7,10,9
7863,9,10,10,10,10
7864,11,10,9,11,9
7865,8,9,10,10,10
7866,11,10,9,9,11
7867,9,10,8,11,11
7868,9,10,10,10,11
7869,9,11,8,8,11
7870,11,11,10,10,11
7871,11,11,10,10,10
7872,11,11,10,9,10
7873,11,9,10,10,11
7874,11,9,8,10,11
7875,10,9,9,11,11
7876,10,9,11,11,11
7877,11,9,8,8,11
7878,10,10,6,8,11
7879,10,10,11,11,9
7880,10,10,9,11,11
7881,10,10,11,8,8
7882,11,10,8,11,9
7883,10,10,9,10,11
7884,11,9,10,10,8
7885,11,10,8,8,11
7886,11,10,10,10,11
7887,12,9,8,10,12
7888,9,11,12,8,7
7889,12,11,12,11,12
7890,12,11,11,12,12
7891,12,11,12,12,12
7892,11,11,11,10,10
7893,11,11,11,11,9
7894,11,11,10,10,10
7895,11,11,10,11,10
7896,12,11,12,12,12
7897,12,11,12,12,9
7898,12,12,12,12,10
7899,10,12,12,12,12
7900,11,12,12,12,12
7901,12,12,12,12,11
7902,12,12,12,12,12
7903,12,12,12,12,12
7904,8,7,4,8,7
7905,8,7,4,8,8
7906,9,7,4,9,9
7907,9,8,8,8,9
7908,9,8,6,9,9
7909,8,9,5,9,9
7910,9,7,3,9,5
7911,9,8,7,9,9
7912,9,7,10,9,10
7913,10,8,7,10,10
7914,10,8,7,10,10
7915,10,9,8,10,10
7916,9,10,10,10,10
7917,10,9,10,10,10
7918,10,8,10,10,10
7919,10,9,10,10,10
7920,9,9,6,9,9
7921,10,9,6,10,10
7922,10,9,7,7,10
7923,10,9,7,8,6
7924,11,9,10,9,11
7925,10,10,9,9,11
7926,11,10,8,11,9
7927,9,9,7,9,9
7928,9,9,7,9,9
7929,10,10,9,10,10
7930,9,8,7,9,9
7931,9,8,7,7,10
7932,10,10,10,10,10
7933,10,9,10,10,10
7934,10,10,10,10,10
7935,10,9,6,8,10
7936,10,9,10,10,10
7937,10,10,10,7,10
7938,10,9,8,8,10
7939,10,9,10,10,10
7940,10,10,8,8,10
7941,11,9,8,11,11
7942,9,10,7,8,11
7943,11,10,8,11,11
7944,10,11,7,7,7
7945,9,8,7,10,10
7946,9,9,9,9,10
7947,9,9,10,10,10
7948,9,9,8,8,9
7949,10,9,6,10,10
7950,9,9,7,7,10
7951,11,9,5,11,11
7952,11,9,8,8,8
7953,10,10,8,11,11
7954,10,10,8,10,8
7955,9,8,7,9,9
7956,9,8,6,10,10
7957,9,9,9,10,9
7958,9,9,8,10,9
7959,10,10,10,10,10
7960,10,8,8,8,10
7961,10,8,6,10,10
7962,9,10,6,6,10
7963,8,9,9,9,10
7964,10,9,8,6,10
7965,10,10,7,8,10
7966,10,8,8,8,10
7967,10,9,6,10,6
7968,10,9,10,10,10
7969,11,8,6,6,11
7970,10,9,6,8,11
7971,11,9,7,11,11
7972,11,10,11,8,11
7973,8,9,9,11,8
7974,11,10,11,8,11
7975,11,10,9,11,6
7976,10,11,10,11,11
7977,12,10,8,12,12
7978,11,9,10,10,10
7979,11,9,9,9,11
7980,10,9,6,8,9
7981,9,11,9,11,11
7982,10,9,6,10,11
7983,10,10,8,11,11
7984,11,10,5,10,11
7985,11,10,10,11,10
7986,10,10,9,11,11
7987,12,10,9,12,6
7988,12,10,8,8,12
7989,12,11,12,10,8
7990,11,11,9,12,7
7991,10,9,10,6,10
7992,11,9,7,8,11
7993,9,9,9,9,9
7994,8,9,7,10,10
7995,8,9,7,9,9
7996,10,9,10,10,10
7997,10,10,9,10,10
7998,10,10,8,10,11
7999,11,9,8,8,11
8000,9,10,9,4,10
8001,10,10,10,10,10
8002,9,8,6,8,9
8003,9,8,10,8,10
8004,8,9,9,9,10
8005,11,9,8,11,8
8006,8,9,8,10,10
8007,9,10,6,10,10
8008,10,9,10,10,9
8009,9,10,7,10,10
8010,10,9,10,10,10
8011,10,9,10,10,10
8012,9,9,8,8,10
8013,10,10,7,10,8
8014,11,10,6,8,11
8015,9,8,7,9,9
8016,9,8,5,9,9
8017,9,8,7,8,9
8018,9,8,7,9,9
8019,9,9,9,9,9
8020,9,9,7,10,10
8021,10,9,7,10,9
8022,10,10,10,10,10
8023,9,9,10,10,10
8024,8,9,7,7,9
8025,8,9,8,8,8
8026,10,9,6,10,10
8027,9,9,8,10,10
8028,10,9,8,10,10
8029,10,10,8,10,10
8030,9,9,8,8,9
8031,9,8,8,8,9
8032,9,8,8,10,10
8033,8,10,7,7,9
8034,10,8,8,10,8
8035,9,8,7,6,7
8036,10,9,9,10,10
8037,9,10,6,8,8
8038,10,9,6,10,10
8039,10,10,6,10,6
8040,10,8,8,10,10
8041,10,10,6,8,8
8042,9,9,10,10,9
8043,10,10,7,10,10
8044,11,8,8,11,11
8045,11,10,8,8,11
8046,11,9,9,11,9
8047,11,10,8,8,11
8048,9,9,7,11,11
8049,9,9,10,11,10
8050,11,10,10,10,11
8051,9,10,10,11,11
8052,10,10,10,10,10
8053,10,10,11,11,11
8054,9,10,6,10,10
8055,10,10,10,10,10
8056,9,9,8,8,9
8057,10,10,9,8,10
8058,9,9,8,8,10
8059,9,10,8,10,8
8060,10,9,10,10,10
